TE	AfricaFreq	DGRPFreq	Canonical_length	Comeron_cM_mb	midpoint_rate_cM_mb	Distance_to_closest_gene	Divergence_max1	TE_length	TE_class_non-LRT	TE_class_DNA	TE_class_LTR	HRR	HighFreq	Fixed	LowFreq	No_data	HRR_low_freq	HRR_fixed	HRR_only_africa	HRR_no_data_africa	HRR_AF.outAF	HRR_out_of_africa	HF_at_least_3	Asia	Oceania	North_America	Europe	DGRP_private	withFst	Fst1signif	concordantFst	cis_1kbp_pval	cis_1kbp_fdr	cis_5kbp_pval	cis_5kbp_fdr	cis_500bp_pval	cis_500bp_fdr	cis_10kbp_pval	cis_10kbp_fdr	13_TEsGonzalez2008	GarauTop50	EU_sweep	DGRP_sweep
FBti0019526	0.007575758	0	9092	0	0	0	0.0009	7734	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019527	0	0	1736	0	0	0	0.5999	1734	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019528	1	1	1106	0	0	0	0	272	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019529	1	0.996428571	5443	0	0	0	0.0647	863	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
FBti0019530	1	1	5453	0	0	0	0.0003	284	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019531	0.007692308	0	7567	0	0	0	0	7576	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019532	0	0	9092	0	0	0	0.0002	8736	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019536	1	1	3409	0.361670546	1.92	0	0.0124	263	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019537	0	0	5371	0.361670546	1.95	0	0.0006	1727	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019538	0.03030303	0	7411	0.090417636	1.98	0	0	7411	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019539	0	0	9092	0	2.04	0	0.0003	9107	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019540	0.016129032	0	7521	0	2.13	0	0.0001	7515	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019541	0	0	7672	0	2.14	0	0.0009	7883	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019542	0.008474576	0	1106	0	2.22	0	0.0144	1446	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019543	0.021276596	0	8526	0.904176365	2.31	0	0	8527	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019544	0.015151515	0	9092	0.904176365	2.35	1178	0.0004	8295	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019545	0	0	7062	2.079605639	2.44	104	0	7060	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019546	0	0.190217391	3409	2.079605639	2.47	0	0.0115	1086	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019547	0.007692308	0	9092	2.170023276	2.54	0	0	8490	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019548	0	0.015151515	7480	2.170023276	2.55	0	0.0005	7353	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019549	0.171875	0.023255814	2121	3.164617277	2.63	0	0	186	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019550	0	0	1106	3.164617277	2.64	0	0	3071	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019551	0.886363636	0	5249	3.164617277	2.64	0	0.0004	5249	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019552	0.724137931	0.095238095	7521	3.435870187	2.69	0	0.000046	7608	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019553	0	0	9092	2.350858549	2.7	0	0.0008	9091	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019554	0.008333333	0	6126	7.504663829	2.78	0	0.0002	6127	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019556	0	0	9092	7.504663829	2.81	0	0	9101	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019564	0.414285714	0.454918033	7480	2.712529095	2.92	0	0.0033	189	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	1	1	0	0	0	0
FBti0019565	0.038461538	0.072463768	2120	0.994594001	2.94	0	0	186	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019566	0	0	7567	6.329234555	3	6717	0.0012	7576	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019567	0.139344262	0.03125	6995	1.53709982	3.06	0	0	6978	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019568	0	0.047244094	5143	4.972970007	3.1	6554	0	5145	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019569	0.007575758	0.008	5020	3.797540733	3.24	0	0	267	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019570	0.026315789	0.023809524	5020	9.403434195	3.25	2398	0.0014	5028	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019571	0	0	7359	9.403434195	3.26	4990	0	431	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019572	1	NA	9092	9.403434195	3.27	3509	0.0007	1194	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019573	0	0.007751938	5020	9.403434195	3.27	4430	0.0029	368	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0
FBti0019574	0	0	7359	6.057981645	3.28	1190	0.0013	7314	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019578	0.040322581	0	7546	6.600487464	3.36	0	0.0001	7510	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019579	0.008064516	0.008928571	5020	9.855522378	3.43	282	0.0006	1193	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019580	0.177966102	0	6995	9.855522378	3.45	0	0	3047	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019581	0.442857143	NA	5371	4.792134734	3.47	0	0.0005	3887	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019582	0	0	7567	1.989188003	3.48	226	0.0019	3806	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019584	0.039215686	0.009009009	2121	4.701717098	3.58	0	0	186	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019585	0.051282051	0.00877193	2121	4.701717098	3.58	0	0	186	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019586	0.09375	0	5143	2.260440912	3.59	0	0.0002	5147	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019587	0.409090909	0.01171875	7387	1.989188003	3.65	0	0.0027	7376	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0
FBti0019588	0.033333333	0	8526	2.170023276	3.69	44	0	2454	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019589	0.007936508	0.031007752	4725	2.170023276	3.7	1833	0	4697	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019590	1	1	5171	12.74888675	3.71	0	0.0004	5170	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019591	0.214285714	0.054545455	6995	12.74888675	3.71	0	0.0004	5701	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019592	0.126984127	0	8530	4.159211279	3.74	0	0	8426	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019593	0.347826087	0	6411	3.526287823	3.74	0	0	2965	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019594	1	1	2656	3.164617277	3.77	28	0.0352	424	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019596	0	0	7345	2.893364368	3.83	0	0.0006	7333	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019597	0	0	9092	2.260440912	3.85	116	0.0002	9101	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019598	0	0	5020	1.085011638	3.9	5276	0.0014	1433	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019599	0	0	5020	1.085011638	3.94	0	0	379	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019600	0	0	5020	3.255034914	3.95	4930	0.0131	233	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019601	0	0.07421875	1435	1.80835273	3.96	3102	0.0082	1433	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0
FBti0019602	0.067307692	0.130841121	4236	2.350858549	3.98	12	0.0002	4249	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019604	0.068965517	0.703539823	5142	4.611299461	4.02	0	0.0052	331	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	1	0	1	0	1	0	0	0	0	1
FBti0019605	1	0.996031746	1653	3.255034914	4.03	0	0.0561	604	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019606	0	0.030534351	5020	8.77051074	4.07	0	0	372	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019608	0	0	9092	8.77051074	4.07	0	0	7452	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019609	0.125	0.008264463	5020	7.323828556	4.11	0	0	1451	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019610	0.007575758	0	5519	7.323828556	4.11	0	0	267	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019611	0.924242424	0.307692308	6995	4.249628915	4.12	0	0.0003	6995	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019612	0.904255319	0.888888889	6995	4.159211279	4.12	0	0.0003	5875	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019613	0.110169492	0.202531646	3409	4.159211279	4.12	0	0.0109	1006	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0
FBti0019614	0.015873016	0	7567	1.53709982	4.12	0	0.000009	7441	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019615	0.015625	0	9092	2.802946731	4.12	0	0.0006	9092	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019616	0.3	0	7546	5.696311099	4.12	0	0.0003	7510	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019617	0.651785714	0.066666667	6995	2.260440912	4.12	0	0.0001	6996	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FBti0019618	0.037878788	0	2959	2.260440912	4.12	0	0	1406	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019619	0.00877193	0	9092	0.994594001	4.11	0	0.0006	5079	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019620	0.083333333	0	7062	3.707123096	4.1	0	0	7045	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019621	0.09375	0.028571429	5034	2.802946731	4.09	830	0.0002	5019	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019622	0.040983607	0.025423729	6852	2.802946731	4.09	401	0.0007	7364	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0
FBti0019623	0.89	0.844827586	6995	7.504663829	4.09	0	0	414	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	1	0	0	0	0	0
FBti0019624	0.037878788	0.511904762	1435	7.504663829	4.09	0	0.0014	1435	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019625	0	0	7672	5.42505819	4.08	911	0.0014	7289	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019626	0.07	0	6411	2.350858549	4.07	0	0.0003	6413	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019627	0.047619048	0.807407407	2121	2.350858549	4.07	0	0	186	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	1	0	1	0	1	0	1	0	1	0	1	1
FBti0019628	0.397959184	0	6995	1.717935093	4.06	0	0	7013	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019631	0.053846154	0	5371	5.15380528	4.01	0	0	5370	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019632	0.019230769	0.668032787	4740	2.079605639	3.99	0	NA	1241	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1
FBti0019633	0.083333333	0	5034	2.622111458	3.98	4171	0.0005	3845	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019634	1	1	3409	7.323828556	3.93	0	0.0086	647	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019635	0.09375	0.010526316	7062	3.978376006	3.9	0	0.0001	7057	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019636	1	1	1653	1.717935093	3.43	0	0.0623	610	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019637	0.151515152	0.015748031	3409	3.255034914	3.37	1356	0.0111	1107	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019638	1	1	3428	5.063387644	3.22	112	0.0241	152	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019639	1	1	3409	1.265846911	2.29	0	0.1006	685	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019646	0	0	7256	3.61670546	1.43	8071	0.0007	7256	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019648	0.29787234	0	6995	1.446682184	1.3	0	0	3563	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019649	1	1	6126	1.446682184	1.26	3514	0.1549	3005	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019654	0.008333333	0	2959	2.712529095	1.11	851	0	1406	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019655	1	0.996428571	6126	2.712529095	1.11	371	0.0536	1400	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019656	1	1	5171	2.712529095	1.1	0	0.0703	1105	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019657	0.038461538	0.5	2844	2.802946731	1.04	0	0.0007	1463	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	1	0	1	0	1	0	0	0	1	0
FBti0019658	0	0	9092	1.085011638	0.83	0	0.0023	7545	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019659	0.007575758	0	2959	5.063387644	0.77	1275	0	1406	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019660	0.01754386	0	5371	5.063387644	0.76	190	0	5371	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019665	0	0	9092	0.361670546	0.7	0	0	428	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019666	0.010638298	0	5020	0.361670546	0.68	3811	0	968	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019667	1	1	1736	0.361670546	0.67	0	0.0038	667	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019677	0.593220339	0.968253968	1435	0.723341092	0.57	0	0.0074	528	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FBti0019678	0.068965517	0.01	5402	1.717935093	0	1017	0.0006	5370	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
FBti0019679	0.015873016	0.621428571	4648	1.717935093	0	2487	0.0032	311	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1
FBti0019697	1	1	912	0.180835273	0	726	0.0872	558	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019698	NA	0.960784314	5461	0.180835273	0	1858	0.0039	3009	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019699	1	0.996212121	1653	0.180835273	0	0	0.059	1298	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019702	1	1	7411	0	0	0	0.0002	575	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019713	1	0.824817518	3102	0.542505819	0	18491	0.008	1751	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019720	1	1	1653	0.542505819	0	0	0.0599	1463	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019721	1	1	1735	0.542505819	0	212	0	631	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019722	1	1	1106	0.542505819	0	0	0.134	492	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019731	1	1	2844	0.180835273	0	8616	0.0453	1082	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019732	0.944444444	1	1736	0.180835273	0	12591	0.5367	1730	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FBti0019733	0.546875	0	5020	0.180835273	0	13553	0.0004	5023	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019734	1	1	6995	0.180835273	0	6662	0.0132	306	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019735	0.615384615	0	6995	0.271252909	0	0	0	6211	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019737	0.016949153	0.675675676	7220	0.271252909	0	0	0.0003	7406	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1
FBti0019738	0	0.008695652	4236	0.271252909	0	0	0.0002	4230	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019739	1	1	4038	0.361670546	0	0	0.0123	3693	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019740	1	1	5171	0.361670546	0	0	0.0733	2774	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019744	1	1	6995	0.361670546	0	0	0.0622	450	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBti0019745	0.069230769	0.056910569	6995	0.361670546	0	0	0.0005	3234	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
