TE	B22	COR	FIN	GIM	JUT	KIE	LUN	MUN	R177	R375	REF	SLO	TEN	TOM
TE_16132	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16133	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16134	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16135	0	0	1	0	1	1	1	0	1	1	0	0	1	1
TE_16136	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16137	0	0	1	1	0	0	0	0	1	0	0	0	0	0
TE_16138	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16139	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16140	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16141	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16142	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16143	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16144	0	0	1	0	0	0	0	0	0	1	0	0	0	0
TE_16145	0	0	1	1	0	0	1	0	0	1	1	1	0	0
TE_16146	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16147	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16148	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16149	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16150	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16151	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16152	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16153	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16154	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16155	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16156	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16157	0	0	1	1	1	0	0	1	1	0	0	0	0	1
TE_16158	0	0	1	0	0	0	0	1	0	0	0	1	1	0
TE_16159	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16160	0	0	1	0	1	0	0	0	1	0	0	1	0	1
TE_16161	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16162	0	0	1	0	0	1	1	1	1	1	0	0	1	0
TE_16163	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16164	0	0	1	0	0	0	1	0	0	0	0	0	0	0
TE_16165	0	0	1	1	0	0	0	1	0	0	0	0	0	0
TE_16166	0	0	1	0	1	1	1	1	1	1	1	1	1	0
TE_16167	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16168	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16169	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16170	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16171	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16172	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16173	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16174	0	0	1	0	0	0	1	0	0	0	0	0	0	0
TE_16175	0	0	1	0	0	0	0	0	0	0	0	1	0	1
TE_16176	0	0	1	0	0	0	0	0	0	1	0	0	1	0
TE_16177	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16178	0	0	1	0	0	0	0	0	1	0	0	0	0	0
TE_16179	0	0	1	0	0	0	0	0	0	0	1	1	1	0
TE_16180	0	0	1	1	1	1	0	0	1	1	0	1	1	1
TE_16181	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16182	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16183	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16184	0	0	1	0	0	0	0	0	0	0	1	1	0	0
TE_16185	0	0	1	0	0	0	0	0	0	0	0	1	0	0
TE_16186	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16187	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16188	0	0	1	0	0	0	1	0	0	0	1	1	1	1
TE_16189	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16190	0	0	1	0	1	0	1	0	1	0	0	0	0	0
TE_16191	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16192	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16193	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16194	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16195	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16196	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16197	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16198	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16199	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16200	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16201	0	0	1	1	1	0	0	1	1	1	1	0	1	0
TE_16202	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16203	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16204	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16205	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16206	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16207	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16208	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16209	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16210	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16211	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16212	0	0	1	0	0	0	0	0	0	0	1	0	0	0
TE_16213	0	0	1	1	0	0	0	1	0	0	0	0	0	0
TE_16214	0	0	1	0	0	0	0	0	0	0	1	0	0	0
TE_16215	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16216	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16217	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16218	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16219	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16220	0	0	1	0	1	0	0	0	0	1	0	0	0	1
TE_16221	0	0	1	1	0	0	0	0	0	1	0	0	1	1
TE_16222	0	0	1	1	1	1	0	0	1	0	0	1	0	1
TE_16223	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16224	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16225	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16226	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16227	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16228	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16229	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16230	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16231	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16232	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16233	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16234	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16235	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16236	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16237	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16238	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16239	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16240	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16241	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16242	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16243	0	0	1	1	0	0	0	0	0	0	0	0	0	0
TE_16244	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16245	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16246	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16247	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16248	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16249	0	0	1	0	0	1	1	1	0	1	0	0	1	0
TE_16250	0	0	1	1	1	1	1	1	1	0	0	1	0	0
TE_16251	0	0	1	0	0	0	0	1	1	1	0	0	0	0
TE_16252	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16253	0	0	1	0	1	1	0	1	0	1	1	0	1	0
TE_16254	0	0	1	0	0	0	0	0	0	0	0	0	1	1
TE_16255	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TE_16256	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16257	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16258	0	0	1	1	0	0	0	1	0	0	0	0	0	1
TE_16259	0	0	1	0	0	0	0	0	0	1	0	0	0	0
TE_16260	0	0	1	0	0	0	0	0	0	1	0	0	0	0
TE_16261	0	0	1	0	0	0	0	0	1	0	0	0	0	0
TE_16262	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16263	0	0	1	1	1	0	1	0	0	0	0	0	0	0
TE_16264	0	0	1	1	0	0	1	0	0	1	0	1	0	0
TE_16265	0	0	1	1	1	1	1	1	0	1	1	1	1	1
TE_16266	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16267	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16268	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16269	0	0	1	0	1	0	1	1	1	1	0	1	1	1
TE_16270	0	0	1	0	1	1	1	0	1	0	1	0	1	1
TE_16271	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16272	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16273	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16274	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16275	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16276	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16277	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16278	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16279	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16280	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16281	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16282	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16283	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16284	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16285	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16286	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16287	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16288	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16289	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16290	0	0	1	0	0	1	1	0	0	0	1	0	0	1
TE_16291	0	0	1	0	0	1	1	0	0	0	1	0	0	1
TE_16292	0	0	1	0	0	0	1	0	0	0	0	1	1	0
TE_16293	0	0	1	1	0	1	1	0	0	1	1	0	1	0
TE_16294	0	0	1	1	0	1	1	1	1	1	0	0	0	0
TE_16295	0	0	1	1	0	0	0	1	1	1	0	0	1	0
TE_16296	0	0	1	0	0	1	0	0	0	0	0	0	0	0
TE_16297	0	0	1	1	0	1	0	0	0	0	1	0	0	0
TE_16298	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16299	0	0	1	1	0	1	0	0	0	0	1	0	1	0
TE_16300	0	0	1	1	0	1	0	0	0	0	0	0	1	1
TE_16301	0	0	1	1	0	1	1	0	0	0	0	0	0	0
TE_16302	0	0	1	0	0	1	0	0	0	0	0	0	0	0
TE_16303	0	0	1	0	0	1	0	0	0	0	1	0	0	1
TE_16304	0	0	1	0	0	1	0	0	0	0	0	0	0	0
TE_16305	0	0	1	0	0	1	0	0	0	0	1	0	1	0
TE_16306	0	0	1	1	1	0	0	0	0	0	1	0	1	0
TE_16307	0	0	1	1	1	0	0	0	0	1	1	0	0	1
TE_16308	0	0	1	1	1	0	0	0	0	0	1	1	0	0
TE_16309	0	0	1	1	1	0	0	0	0	1	0	0	1	0
TE_16310	0	0	1	1	0	0	0	0	0	0	1	1	1	1
TE_16311	0	0	1	1	1	0	0	0	0	1	0	1	0	0
TE_16312	0	0	1	0	1	0	0	0	0	0	1	1	1	0
TE_16313	0	0	1	0	1	0	0	0	0	1	1	0	0	1
TE_16314	0	0	1	0	1	0	0	0	1	1	1	1	0	0
TE_16315	0	0	1	0	1	0	1	0	1	1	1	1	0	0
TE_16316	0	0	1	0	0	1	1	0	0	0	0	1	0	0
TE_16317	0	0	1	0	1	1	1	0	0	1	1	1	0	1
TE_16318	0	0	1	0	0	1	0	0	0	1	0	1	0	0
TE_16319	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16320	0	0	1	0	0	1	0	0	0	0	0	0	0	0
TE_16321	0	0	1	1	0	1	1	0	0	1	0	0	1	1
TE_16322	0	0	1	1	0	1	1	1	1	1	0	1	1	1
TE_16323	0	0	1	1	1	1	1	0	1	1	1	0	0	1
TE_16324	0	0	1	0	0	1	0	0	0	0	0	0	0	0
TE_16325	0	0	1	0	0	0	1	0	1	1	0	1	0	1
TE_16326	0	0	1	1	0	1	1	0	1	1	0	1	1	1
TE_16327	0	0	1	1	0	0	0	0	0	0	0	0	0	1
TE_16328	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16329	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16330	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16331	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16332	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16333	0	0	1	0	0	0	0	1	1	0	1	0	0	0
TE_16334	0	0	1	0	0	0	0	1	1	0	0	0	0	0
TE_16335	0	0	1	0	0	0	0	0	0	0	1	0	0	0
TE_16336	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16337	0	0	1	0	0	0	0	0	0	1	1	0	0	0
TE_16338	0	0	1	0	0	0	0	1	1	1	0	0	0	0
TE_16339	0	0	1	1	0	1	0	1	0	0	1	1	1	0
TE_16340	0	0	1	0	1	0	0	0	0	0	0	0	1	0
TE_16341	0	0	1	0	0	0	0	0	0	0	0	1	0	0
TE_16342	0	0	1	0	0	0	0	0	0	0	0	1	0	0
TE_16343	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16344	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16345	0	0	1	0	0	1	0	1	1	1	0	0	0	0
TE_16346	0	0	1	0	0	0	0	0	1	1	0	0	1	0
TE_16347	0	0	1	0	0	0	0	1	1	0	0	0	0	0
TE_16348	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16349	0	0	1	0	1	0	0	0	0	1	1	0	0	0
TE_16350	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16351	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16352	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16353	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16354	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16355	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16356	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16357	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16358	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16359	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16360	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16361	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16362	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16363	0	0	1	0	0	0	1	0	0	0	0	0	0	0
TE_16364	0	0	1	0	0	1	0	0	1	0	0	0	0	1
TE_16365	0	0	1	0	0	0	0	1	0	1	0	1	0	1
TE_16366	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16367	0	0	1	1	0	1	0	0	0	0	0	0	0	0
TE_16368	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16369	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16370	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16371	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16372	0	0	1	1	0	1	0	0	1	1	1	0	1	1
TE_16373	0	0	1	1	0	0	0	0	0	1	1	1	1	1
TE_16374	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16375	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16376	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16377	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16378	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16379	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16380	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16381	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16382	0	0	1	1	0	0	0	1	0	0	0	1	0	0
TE_16383	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16384	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16385	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16386	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16387	0	0	1	0	0	0	1	0	0	0	1	1	0	0
TE_16388	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16389	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16390	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16391	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16392	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16393	0	0	1	0	0	1	0	0	0	0	0	0	0	0
TE_16394	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16395	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16396	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16397	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TE_16398	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16399	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16400	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16401	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16402	0	0	1	1	0	1	0	0	0	0	1	0	1	0
TE_16403	0	0	1	0	0	0	0	0	1	0	0	0	1	0
TE_16404	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16405	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16406	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16407	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16408	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16409	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16410	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16411	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16412	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16413	0	0	1	1	0	0	0	0	0	0	0	0	0	0
TE_16414	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16415	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TE_16416	0	0	1	1	1	1	1	1	1	1	1	0	1	0
TE_16417	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16418	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16419	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16420	0	0	1	0	0	1	0	1	0	0	0	0	1	1
TE_16421	0	0	1	1	0	1	0	0	1	0	0	1	0	1
TE_16422	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TE_16423	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16424	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16425	0	0	1	0	0	0	1	0	0	0	0	0	1	1
TE_16426	0	0	1	1	1	1	1	1	0	1	1	1	1	1
TE_16427	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16428	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TE_16429	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16430	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16431	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16432	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16433	0	0	1	1	0	0	0	0	0	0	0	1	0	1
TE_16434	0	0	1	0	0	0	0	0	0	1	0	0	0	0
TE_16435	0	0	1	0	0	0	0	0	0	1	0	0	0	0
TE_16436	0	0	1	0	0	0	0	0	0	1	0	0	0	0
TE_16437	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16438	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16439	0	0	1	0	1	1	1	0	0	0	0	0	0	0
TE_16440	0	0	1	0	1	1	1	0	0	0	0	0	0	0
TE_16441	0	0	1	0	1	1	1	0	0	0	0	0	0	0
TE_16442	0	0	1	0	1	1	1	0	0	0	0	0	0	0
TE_16443	0	0	1	0	1	1	0	0	0	0	0	0	0	0
TE_16444	0	0	1	0	0	0	1	0	1	1	0	1	0	1
TE_16445	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16446	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16447	0	0	1	0	0	0	0	0	1	0	0	0	0	1
TE_16448	0	0	1	0	0	0	0	0	1	0	0	0	0	1
TE_16449	0	0	1	1	0	0	0	0	0	0	0	0	1	0
TE_16450	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16451	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16452	0	0	1	0	0	0	0	0	0	0	0	1	0	0
TE_16453	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16454	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16455	0	0	1	0	0	0	0	0	0	0	0	1	0	0
TE_16456	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16457	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16458	0	0	1	0	0	0	0	0	0	0	0	1	0	0
TE_16459	0	0	1	0	0	0	1	0	0	0	0	0	0	0
TE_16460	0	0	1	0	0	1	0	0	0	0	0	0	0	0
TE_16461	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16462	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16463	0	0	1	1	0	0	0	0	0	1	0	0	0	0
TE_16464	0	0	1	1	1	0	0	0	0	0	0	0	0	0
TE_16465	0	0	1	0	0	1	0	0	0	0	0	0	0	0
TE_16466	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16467	0	0	1	1	0	0	0	0	0	0	0	0	0	0
TE_16468	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TE_16469	0	0	1	0	0	0	0	1	0	0	0	0	0	1
TE_16470	0	0	1	0	0	1	0	0	1	0	0	0	0	0
TE_16471	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16472	0	0	1	1	0	0	0	1	1	0	0	0	0	0
TE_16473	0	0	1	0	0	0	0	0	1	0	0	0	0	1
TE_16474	0	0	1	0	0	0	0	0	1	0	0	0	0	0
TE_16475	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TE_16476	0	0	1	0	0	0	0	0	1	0	0	0	0	0
TE_16477	0	0	1	0	0	0	0	0	1	0	0	0	0	0
TE_16478	0	0	1	0	1	0	0	1	1	1	0	0	0	0
TE_16479	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16480	0	0	1	0	0	0	0	0	1	1	0	0	0	0
TE_16481	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16482	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16483	0	0	1	1	0	0	0	0	0	1	0	0	0	0
TE_16484	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16485	0	0	1	1	0	0	0	1	0	0	1	0	0	1
TE_16486	0	0	1	0	0	0	0	0	0	1	1	0	0	1
TE_16487	0	0	1	0	0	0	0	0	0	0	1	0	0	1
TE_16488	0	0	1	1	0	0	0	0	0	0	0	0	0	1
TE_16489	0	0	1	1	0	0	0	0	0	0	0	0	0	0
TE_16490	0	0	1	0	0	1	0	0	0	0	0	0	0	0
TE_16491	0	0	1	0	1	1	0	0	0	0	0	0	0	0
TE_16492	0	0	1	0	0	0	0	1	0	0	0	0	1	0
TE_16493	0	0	1	0	0	0	0	1	0	0	0	0	0	0
TE_16494	0	0	1	0	0	0	0	0	1	0	0	0	0	1
TE_16495	0	0	1	0	0	0	0	1	1	1	0	0	0	1
TE_16496	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16497	0	0	1	0	0	1	0	0	0	0	0	0	0	1
TE_16498	0	0	1	0	0	0	0	0	0	0	0	0	1	0
TE_16499	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16500	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TE_16501	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16502	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16503	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16504	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16505	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16506	0	0	1	0	0	0	0	0	1	0	0	1	0	0
TE_16507	0	0	1	0	0	0	0	0	1	0	0	0	0	0
TE_16508	0	0	1	0	1	1	0	0	1	0	0	0	0	0
TE_16509	0	0	1	0	0	0	0	0	1	0	0	0	0	0
TE_16510	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16511	0	0	1	0	0	0	0	0	0	0	0	0	0	1
TE_16512	0	0	1	0	0	0	0	0	1	1	0	1	0	0
TE_16513	0	0	1	0	0	0	0	0	0	0	0	1	0	0
TE_16514	0	0	1	1	0	0	1	0	0	0	0	0	0	1
TE_16515	0	0	1	1	0	0	0	0	0	0	0	0	0	0
TE_16516	0	0	1	1	0	0	0	0	0	0	1	0	0	0
TE_16517	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16518	0	0	1	0	0	0	0	0	0	1	0	0	0	0
TE_16519	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16520	0	0	1	0	0	0	0	0	0	0	0	1	0	0
TE_16521	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16522	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16523	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16524	0	0	1	0	0	0	0	0	0	0	0	1	0	0
TE_16525	0	0	1	0	0	0	0	0	0	1	0	0	0	0
TE_16526	0	0	1	0	0	0	0	0	0	0	1	0	0	0
TE_16527	0	0	1	0	0	0	1	0	0	0	0	0	0	0
TE_16528	0	0	1	0	0	0	1	0	0	0	0	0	0	0
TE_16529	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16530	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16531	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TE_16532	0	0	1	0	1	0	0	0	0	0	0	0	0	0
TE_16533	0	0	1	0	1	0	0	0	0	0	0	0	0	0
TE_16534	0	0	1	0	0	0	1	0	0	0	0	1	0	0
TE_16535	0	0	1	0	1	1	1	1	0	1	1	1	0	0
TE_16536	0	0	1	1	0	1	1	0	0	0	0	0	1	0
TE_16537	0	0	1	1	1	0	1	1	0	0	0	0	1	0
TE_16538	0	0	1	1	0	1	1	0	0	0	0	0	1	1
TE_16539	0	0	1	1	0	1	1	0	0	0	0	0	0	1
TE_16540	0	0	1	1	0	1	1	0	0	0	0	0	0	1
TE_16541	0	0	1	0	0	0	0	0	1	0	0	0	0	0
